response_id,first_str,hiringfirst,sqshw,sqopt,sqhid,consrv_std,cf,fat,sqseen,posneg,lawsuitspr,damaging,recscale,recyesno,female,hispanic,white,black,asian,otherethn,workdecisions,eduprepared,knowsml,first,pos,cf_sqshw,fat_sqshw,cf_sqopt,fat_sqopt,cf_sqhid,fat_sqhid,cf_pos,fat_pos,posneg_std,lawsuitspr_std,damaging_std,recscale_std,recyesno_std,sqseen_std,hiring,hiring_pos,sqshw_pos,sqopt_pos,tmp,sqseen_first,sqseen_second,_est_posneg
3,_pre_first,1,0,0,1,1.6546004,0,0,0,5,3,3,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6042702,-1.002343,-1.254503,0.6866559,0.8362461,-1.137379,0,0,0,0,0,0,0,1
3,_post_first,1,0,0,1,1.6546004,0,0,,5,2,3,6,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.6042702,-1.601583,-1.254503,0.6866559,-1.19522,,0,0,0,0,,0,0,1
4,_pre_second,0,0,1,0,-1.2747734,0,1,1,3,7,5,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.9069742,1.394617,-0.0059544,-1.420111,-1.19522,0.8783317,1,0,0,0,1,0,1,1
4,_post_second,0,0,1,0,-1.2747734,0,1,,5,5,4,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.6042702,0.1961368,-0.6302286,0.1599641,0.8362461,,1,1,0,1,,0,1,1
4,_pre_first,0,0,1,0,-1.2747734,0,0,1,4,7,6,6,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.151352,1.394617,0.6183197,0.6866559,0.8362461,0.8783317,0,0,0,0,0,1,0,1
4,_post_first,0,0,1,0,-1.2747734,0,0,,5,3,5,7,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.6042702,-1.002343,-0.0059544,1.213348,-1.19522,,0,0,0,1,,1,0,1
5,_post_second,0,0,1,0,-0.43780946,1,0,,2,5,4,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,-1.662596,0.1961368,-0.6302286,-0.8934194,-1.19522,,1,1,0,1,,0,0,1
5,_pre_second,0,0,1,0,-0.43780946,1,0,0,4,4,3,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.151352,-0.4031032,-1.254503,-0.8934194,-1.19522,-1.137379,1,0,0,0,0,0,0,1
5,_pre_first,0,0,1,0,-0.43780946,0,0,0,5,5,4,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6042702,0.1961368,-0.6302286,0.1599641,-1.19522,-1.137379,0,0,0,0,0,0,0,1
5,_post_first,0,0,1,0,-0.43780946,0,0,,4,4,4,3,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-0.151352,-0.4031032,-0.6302286,-0.8934194,-1.19522,,0,0,0,1,,0,0,1
6,_pre_second,0,0,0,1,0.3991545,0,0,0,2,6,6,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.662596,0.7953767,0.6183197,-1.420111,-1.19522,-1.137379,1,0,0,0,0,0,0,1
6,_post_second,0,0,0,1,0.3991545,0,0,,5,2,6,5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6042702,-1.601583,0.6183197,0.1599641,-1.19522,,1,1,0,0,,0,0,1
6,_pre_first,0,0,0,1,0.3991545,0,0,0,2,6,6,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.662596,0.7953767,0.6183197,-1.420111,-1.19522,-1.137379,0,0,0,0,0,0,0,1
6,_post_first,0,0,0,1,0.3991545,0,0,,5,4,6,5,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,0.6183197,0.1599641,-1.19522,,0,0,0,0,,0,0,1
7,_post_second,1,0,1,0,-1.2747734,0,0,,5,4,7,7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,1.242594,1.213348,0.8362461,,0,0,0,1,,0,1,1
7,_pre_second,1,0,1,0,-1.2747734,0,0,1,4,3,7,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.151352,-1.002343,1.242594,1.213348,0.8362461,0.8783317,0,0,0,0,1,0,1,1
7,_pre_first,1,0,1,0,-1.2747734,0,0,1,5,6,7,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6042702,0.7953767,1.242594,-0.3667277,0.8362461,0.8783317,0,0,0,0,0,1,0,1
7,_post_first,1,0,1,0,-1.2747734,0,0,,4,5,6,6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.151352,0.1961368,0.6183197,0.6866559,0.8362461,,0,0,0,1,,1,0,1
8,_post_second,0,0,0,1,0.3991545,1,0,,3,3,4,4,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,-0.9069742,-1.002343,-0.6302286,-0.3667277,-1.19522,,1,1,0,0,,0,0,1
8,_pre_second,0,0,0,1,0.3991545,1,0,0,3,2,4,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,-0.9069742,-1.601583,-0.6302286,-0.3667277,-1.19522,-1.137379,1,0,0,0,0,0,0,1
8,_post_first,0,0,0,1,0.3991545,0,0,,2,4,6,2,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-1.662596,-0.4031032,0.6183197,-1.420111,-1.19522,,0,0,0,0,,0,0,1
8,_pre_first,0,0,0,1,0.3991545,0,0,0,2,4,6,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1.662596,-0.4031032,0.6183197,-0.8934194,-1.19522,-1.137379,0,0,0,0,0,0,0,1
9,_post_second,0,0,0,1,-0.43780946,0,1,,4,7,3,5,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,-0.151352,1.394617,-1.254503,0.1599641,0.8362461,,1,1,0,0,,0,0,1
9,_pre_second,0,0,0,1,-0.43780946,0,1,0,4,7,3,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.151352,1.394617,-1.254503,0.1599641,0.8362461,-1.137379,1,0,0,0,0,0,0,1
9,_post_first,0,0,0,1,-0.43780946,0,0,,4,7,3,5,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.151352,1.394617,-1.254503,0.1599641,0.8362461,,0,0,0,0,,0,0,1
9,_pre_first,0,0,0,1,-0.43780946,0,0,0,5,7,4,5,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6042702,1.394617,-0.6302286,0.1599641,0.8362461,-1.137379,0,0,0,0,0,0,0,1
10,_pre_second,1,0,1,0,1.6546004,0,1,1,4,5,5,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.151352,0.1961368,-0.0059544,0.1599641,0.8362461,0.8783317,0,0,0,0,1,0,1,1
10,_post_second,1,0,1,0,1.6546004,0,1,,5,6,4,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.6042702,0.7953767,-0.6302286,0.1599641,0.8362461,,0,0,0,1,,0,1,1
10,_post_first,1,0,1,0,1.6546004,0,0,,5,4,4,6,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,-0.6302286,0.6866559,0.8362461,,0,0,0,1,,1,0,1
10,_pre_first,1,0,1,0,1.6546004,0,0,1,5,4,4,6,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,-0.6302286,0.6866559,0.8362461,0.8783317,0,0,0,0,0,1,0,1
11,_pre_second,1,0,1,0,-1.2747734,1,0,1,3,4,4,4,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-0.9069742,-0.4031032,-0.6302286,-0.3667277,0.8362461,0.8783317,0,0,0,0,1,0,1,1
11,_post_second,1,0,1,0,-1.2747734,1,0,,3,3,3,3,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,-0.9069742,-1.002343,-1.254503,-0.8934194,0.8362461,,0,0,0,1,,0,1,1
11,_post_first,1,0,1,0,-1.2747734,0,0,,1,7,7,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2.418219,1.394617,1.242594,-1.946803,0.8362461,,0,0,0,1,,1,0,1
11,_pre_first,1,0,1,0,-1.2747734,0,0,1,1,7,7,2,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-2.418219,1.394617,1.242594,-1.420111,0.8362461,0.8783317,0,0,0,0,0,1,0,1
12,_pre_second,1,0,1,0,-0.01932748,1,0,1,6,3,2,7,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1.359892,-1.002343,-1.878777,1.213348,0.8362461,0.8783317,0,0,0,0,1,0,1,1
12,_post_second,1,0,1,0,-0.01932748,1,0,,6,2,2,7,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1.359892,-1.601583,-1.878777,1.213348,0.8362461,,0,0,0,1,,0,1,1
12,_pre_first,1,0,1,0,-0.01932748,0,0,1,5,7,6,6,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.6042702,1.394617,0.6183197,0.6866559,0.8362461,0.8783317,0,0,0,0,0,1,0,1
12,_post_first,1,0,1,0,-0.01932748,0,0,,5,4,4,6,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,-0.6302286,0.6866559,0.8362461,,0,0,0,1,,1,0,1
13,_pre_second,1,0,1,0,0.3991545,0,1,0,4,5,5,4,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-0.151352,0.1961368,-0.0059544,-0.3667277,-1.19522,-1.137379,0,0,0,0,0,0,0,1
13,_post_second,1,0,1,0,0.3991545,0,1,,5,6,6,5,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0.6042702,0.7953767,0.6183197,0.1599641,0.8362461,,0,0,0,1,,0,0,1
13,_pre_first,1,0,1,0,0.3991545,0,0,0,5,4,5,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,-0.0059544,0.6866559,0.8362461,-1.137379,0,0,0,0,0,0,0,1
13,_post_first,1,0,1,0,0.3991545,0,0,,4,5,6,6,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.151352,0.1961368,0.6183197,0.6866559,-1.19522,,0,0,0,1,,0,0,1
14,_pre_second,1,0,1,0,-0.85629144,0,1,1,5,6,5,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.6042702,0.7953767,-0.0059544,0.6866559,0.8362461,0.8783317,0,0,0,0,1,0,1,1
14,_post_second,1,0,1,0,-0.85629144,0,1,,5,5,5,7,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.6042702,0.1961368,-0.0059544,1.213348,-1.19522,,0,0,0,1,,0,1,1
14,_pre_first,1,0,1,0,-0.85629144,0,0,0,3,6,5,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.9069742,0.7953767,-0.0059544,-1.946803,-1.19522,-1.137379,0,0,0,0,0,0,0,1
14,_post_first,1,0,1,0,-0.85629144,0,0,,3,6,5,2,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.9069742,0.7953767,-0.0059544,-1.420111,0.8362461,,0,0,0,1,,0,0,1
15,_post_second,0,0,1,0,0.81763648,0,0,,4,5,2,4,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-0.151352,0.1961368,-1.878777,-0.3667277,0.8362461,,1,1,0,1,,0,0,1
15,_pre_second,0,0,1,0,0.81763648,0,0,0,4,5,2,5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.151352,0.1961368,-1.878777,0.1599641,-1.19522,-1.137379,1,0,0,0,0,0,0,1
15,_pre_first,0,0,1,0,0.81763648,0,0,0,4,3,3,3,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.151352,-1.002343,-1.254503,-0.8934194,0.8362461,-1.137379,0,0,0,0,0,0,0,1
15,_post_first,0,0,1,0,0.81763648,0,0,,4,5,3,5,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.151352,0.1961368,-1.254503,0.1599641,-1.19522,,0,0,0,1,,0,0,1
16,_post_second,0,0,0,1,2.0730824,1,0,,1,1,7,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-2.418219,-2.200823,1.242594,-1.946803,-1.19522,,1,1,0,0,,0,0,1
16,_pre_second,0,0,0,1,2.0730824,1,0,0,1,7,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-2.418219,1.394617,1.242594,-1.946803,-1.19522,-1.137379,1,0,0,0,0,0,0,1
16,_pre_first,0,0,0,1,2.0730824,0,0,0,1,7,7,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.418219,1.394617,1.242594,-1.946803,-1.19522,-1.137379,0,0,0,0,0,0,0,1
16,_post_first,0,0,0,1,2.0730824,0,0,,4,4,7,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-0.151352,-0.4031032,1.242594,-1.946803,-1.19522,,0,0,0,0,,0,0,1
17,_post_second,0,0,0,1,-0.01932748,1,0,,3,5,5,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.9069742,0.1961368,-0.0059544,-0.3667277,-1.19522,,1,1,0,0,,0,0,1
17,_pre_second,0,0,0,1,-0.01932748,1,0,0,3,6,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9069742,0.7953767,0.6183197,-1.420111,-1.19522,-1.137379,1,0,0,0,0,0,0,1
17,_post_first,0,0,0,1,-0.01932748,0,0,,4,4,6,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.151352,-0.4031032,0.6183197,-0.8934194,-1.19522,,0,0,0,0,,0,0,1
17,_pre_first,0,0,0,1,-0.01932748,0,0,0,4,6,7,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.151352,0.7953767,1.242594,-0.8934194,-1.19522,-1.137379,0,0,0,0,0,0,0,1
18,_post_second,0,0,1,0,0.3991545,1,0,,6,7,7,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.359892,1.394617,1.242594,1.213348,0.8362461,,1,1,0,1,,0,0,1
18,_pre_second,0,0,1,0,0.3991545,1,0,0,5,7,4,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6042702,1.394617,-0.6302286,1.213348,0.8362461,-1.137379,1,0,0,0,0,0,0,1
18,_post_first,0,0,1,0,0.3991545,0,0,,5,2,6,6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.6042702,-1.601583,0.6183197,0.6866559,0.8362461,,0,0,0,1,,1,0,1
18,_pre_first,0,0,1,0,0.3991545,0,0,1,5,4,6,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,0.6183197,0.6866559,0.8362461,0.8783317,0,0,0,0,0,1,0,1
19,_post_second,1,0,0,1,0.3991545,0,1,,6,7,6,7,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1.359892,1.394617,0.6183197,1.213348,0.8362461,,0,0,0,0,,0,0,1
19,_pre_second,1,0,0,1,0.3991545,0,1,0,4,7,6,6,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-0.151352,1.394617,0.6183197,0.6866559,0.8362461,-1.137379,0,0,0,0,0,0,0,1
19,_pre_first,1,0,0,1,0.3991545,0,0,0,6,7,6,7,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.359892,1.394617,0.6183197,1.213348,0.8362461,-1.137379,0,0,0,0,0,0,0,1
19,_post_first,1,0,0,1,0.3991545,0,0,,5,7,6,7,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6042702,1.394617,0.6183197,1.213348,0.8362461,,0,0,0,0,,0,0,1
20,_pre_second,1,0,1,0,-0.43780946,0,1,1,4,5,6,5,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-0.151352,0.1961368,0.6183197,0.1599641,0.8362461,0.8783317,0,0,0,0,1,0,1,1
20,_post_second,1,0,1,0,-0.43780946,0,1,,5,4,6,6,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0.6042702,-0.4031032,0.6183197,0.6866559,0.8362461,,0,0,0,1,,0,1,1
20,_post_first,1,0,1,0,-0.43780946,0,0,,5,4,6,6,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,0.6183197,0.6866559,0.8362461,,0,0,0,1,,1,0,1
20,_pre_first,1,0,1,0,-0.43780946,0,0,1,4,6,6,5,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.151352,0.7953767,0.6183197,0.1599641,0.8362461,0.8783317,0,0,0,0,0,1,0,1
21,_pre_second,1,1,0,0,0.3991545,1,0,1,5,2,5,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.6042702,-1.601583,-0.0059544,0.6866559,0.8362461,0.8783317,0,0,0,0,1,0,1,1
21,_post_second,1,1,0,0,0.3991545,1,0,,5,2,5,7,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0.6042702,-1.601583,-0.0059544,1.213348,0.8362461,,0,0,1,0,,0,1,1
21,_pre_first,1,1,0,0,0.3991545,0,0,1,2,2,5,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1.662596,-1.601583,-0.0059544,-1.420111,0.8362461,0.8783317,0,0,0,0,0,1,0,1
21,_post_first,1,1,0,0,0.3991545,0,0,,5,4,5,6,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.6042702,-0.4031032,-0.0059544,0.6866559,0.8362461,,0,0,1,0,,1,0,1
22,_post_second,0,0,0,1,-0.85629144,0,1,,5,6,7,6,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.6042702,0.7953767,1.242594,0.6866559,0.8362461,,1,1,0,0,,0,0,1
22,_pre_second,0,0,0,1,-0.85629144,0,1,0,5,5,7,6,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.6042702,0.1961368,1.242594,0.6866559,0.8362461,-1.137379,1,0,0,0,0,0,0,1
22,_pre_first,0,0,0,1,-0.85629144,0,0,0,5,5,7,6,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6042702,0.1961368,1.242594,0.6866559,0.8362461,-1.137379,0,0,0,0,0,0,0,1
22,_post_first,0,0,0,1,-0.85629144,0,0,,5,6,6,6,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.6042702,0.7953767,0.6183197,0.6866559,0.8362461,,0,0,0,0,,0,0,1
23,_post_second,0,0,0,1,-0.01932748,0,1,,2,2,3,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,-1.662596,-1.601583,-1.254503,0.1599641,-1.19522,,1,1,0,0,,0,0,1
23,_pre_second,0,0,0,1,-0.01932748,0,1,0,3,6,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.9069742,0.7953767,0.6183197,-1.420111,-1.19522,-1.137379,1,0,0,0,0,0,0,1
23,_pre_first,0,0,0,1,-0.01932748,0,0,0,3,6,6,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9069742,0.7953767,0.6183197,-1.420111,-1.19522,-1.137379,0,0,0,0,0,0,0,1
23,_post_first,0,0,0,1,-0.01932748,0,0,,4,3,4,4,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-0.151352,-1.002343,-0.6302286,-0.3667277,-1.19522,,0,0,0,0,,0,0,1
24,_post_second,1,1,0,0,-1.2747734,1,0,,5,2,2,6,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0.6042702,-1.601583,-1.878777,0.6866559,0.8362461,,0,0,1,0,,0,1,1
24,_pre_second,1,1,0,0,-1.2747734,1,0,1,4,3,3,6,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-0.151352,-1.002343,-1.254503,0.6866559,0.8362461,0.8783317,0,0,0,0,1,0,1,1
24,_post_first,1,1,0,0,-1.2747734,0,0,,5,2,2,6,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6042702,-1.601583,-1.878777,0.6866559,0.8362461,,0,0,1,0,,1,0,1
24,_pre_first,1,1,0,0,-1.2747734,0,0,1,4,4,5,4,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.151352,-0.4031032,-0.0059544,-0.3667277,0.8362461,0.8783317,0,0,0,0,0,1,0,1
25,_post_second,1,0,0,1,0.3991545,0,1,,4,5,6,3,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,-0.151352,0.1961368,0.6183197,-0.8934194,-1.19522,,0,0,0,0,,0,0,1
25,_pre_second,1,0,0,1,0.3991545,0,1,0,4,5,6,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.151352,0.1961368,0.6183197,-0.8934194,-1.19522,-1.137379,0,0,0,0,0,0,0,1
25,_post_first,1,0,0,1,0.3991545,0,0,,4,5,6,4,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-0.151352,0.1961368,0.6183197,-0.3667277,-1.19522,,0,0,0,0,,0,0,1
25,_pre_first,1,0,0,1,0.3991545,0,0,0,4,5,6,3,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.151352,0.1961368,0.6183197,-0.8934194,-1.19522,-1.137379,0,0,0,0,0,0,0,1
26,_pre_second,1,0,1,0,-0.85629144,1,0,0,3,2,6,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.9069742,-1.601583,0.6183197,-0.3667277,-1.19522,-1.137379,0,0,0,0,0,0,0,1
26,_post_second,1,0,1,0,-0.85629144,1,0,,4,6,3,4,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,-0.151352,0.7953767,-1.254503,-0.3667277,-1.19522,,0,0,0,1,,0,0,1
26,_pre_first,1,0,1,0,-0.85629144,0,0,0,3,3,4,4,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.9069742,-1.002343,-0.6302286,-0.3667277,-1.19522,-1.137379,0,0,0,0,0,0,0,1
26,_post_first,1,0,1,0,-0.85629144,0,0,,4,4,4,3,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.151352,-0.4031032,-0.6302286,-0.8934194,-1.19522,,0,0,0,1,,0,0,1
27,_pre_second,1,0,0,1,-0.01932748,0,0,0,1,7,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.418219,1.394617,1.242594,-1.946803,-1.19522,-1.137379,0,0,0,0,0,0,0,1
27,_post_second,1,0,0,1,-0.01932748,0,0,,4,5,6,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.151352,0.1961368,0.6183197,-0.8934194,-1.19522,,0,0,0,0,,0,0,1
27,_pre_first,1,0,0,1,-0.01932748,0,0,0,3,7,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9069742,1.394617,0.6183197,-1.946803,-1.19522,-1.137379,0,0,0,0,0,0,0,1
